title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,number_of_seasons,number_of_episodes
The White Village,10.0,1,"[18, 35, 10751]",ca,2007-09-23,60.0,,,15,410
Coucou c'est nous !,6.5,1,"[35, 10751, 10767]",fr,1992-09-22,,,,2,404
AEW Dark: Elevation,6.6,11,"[10759, 18]",en,2021-03-15,45.0,,,3,115
2 Broke Girls,7.2,1596,[35],en,2011-09-19,25.0,,,6,137
Tripping the Rift,6.481,53,"[16, 35, 10765]",en,2004-03-04,20.0,,,3,39
Kahiin to Hoga,3.1,7,"[18, 10766]",hi,2003-09-08,24.0,,,1,799
Remédio Santo,0.0,0,[10766],pt,2011-05-16,60.0,,,1,408
Shugo Chara!,7.5,14,"[16, 35, 10762, 18, 10759, 10765]",ja,2007-10-06,30.0,,,3,127
Ex on the Beach,7.1,17,[10764],en,2018-04-19,43.0,,,6,80
Home with Kids,7.1,18,"[35, 10751]",zh,2005-02-12,25.0,,,4,367
Chuck,7.714,1077,"[10759, 35, 18]",en,2007-09-24,43.0,,,5,91
"Beverly Hills, 90210",7.363,760,"[18, 10766]",en,1990-10-04,,,,10,284
Kimi no na wa,7.0,1,[18],ja,1991-04-02,15.0,,,1,312
Ghostwriter,6.769,13,"[9648, 10762, 10765]",en,1992-10-03,26.0,,,4,89
The Survivors,7.056,27,"[18, 9648]",en,2025-06-06,50.0,,,1,6
Tiny Angels,5.1,9,"[10751, 10762, 10766]",es,1995-08-07,60.0,,,8,745
Nobuko to Obachan,0.0,0,[18],ja,1969-04-07,15.0,,,1,309
Pokémon Horizons,9.012,84,"[10765, 10759, 10762, 35, 16]",ja,2023-04-14,25.0,,,1,101
"Please Put Them On, Takamine-san",6.056,18,"[16, 35]",ja,2025-04-02,24.0,,,1,12
Uusi Päivä,4.5,2,"[35, 18, 10751]",fi,2010-10-04,30.0,,,9,801
Kamen Rider,6.4,87,"[10759, 10765, 18]",ja,1971-04-03,24.0,,,35,1690
Boston Legal,7.9,335,"[35, 18]",en,2004-10-03,42.0,,,5,101
Wild at Heart,7.766,482,"[18, 10766]",es,2013-02-25,42.0,,,1,162
Yo soy,2.0,2,[10764],es,2019-05-12,,,,5,368
As Told by Ginger,6.554,84,"[10751, 16, 35, 10762]",en,2000-10-25,24.0,,,3,44
Os Mutantes: Caminhos do Coração,7.3,10,"[10766, 18, 10765]",pt,2008-06-03,,,,1,242
For All Mankind,7.704,790,"[18, 10765, 10768]",en,2019-11-01,,,,4,40
Recuerdo de Amor,0.0,0,"[80, 18, 10759]",tl,2001-05-14,,,,1,433
Back at the Barnyard,6.894,127,"[16, 35, 10762]",en,2007-09-29,22.0,,,3,97
Passion,8.0,4,"[18, 10766]",es,2007-09-17,45.0,,,1,95
Left Right Left,6.7,3,[18],hi,2006-07-10,20.0,,,2,440
A Discovery of Witches,7.8,757,"[10765, 18]",en,2018-09-14,43.0,,,3,25
Randy Cunningham: 9th Grade Ninja,8.308,60,"[10759, 16, 35, 10765]",en,2012-08-13,11.0,,,2,100
Little Bear,6.7,44,"[16, 10751, 18, 10762]",en,1995-11-06,8.0,,,5,195
The Mod Squad,6.3,23,"[10759, 18]",en,1968-09-24,60.0,,,5,124
SMTV Live,8.3,3,[35],en,1998-08-29,125.0,,,6,291
Cold Case,7.774,404,"[80, 18, 9648]",en,2003-09-28,44.0,,,7,156
Hetty Wainthropp Investigates,7.2,17,"[18, 80]",en,1996-01-03,50.0,,,4,27
Banshee,7.974,1252,"[80, 18]",en,2013-01-11,50.0,,,4,38
La Brea,7.453,1513,"[10765, 18, 10759]",en,2021-09-28,45.0,,,3,30
Road Rules,6.8,5,[10764],en,1995-07-19,30.0,,,14,235
Charmed,8.18,2392,"[35, 18, 9648, 10765]",en,1998-10-07,42.0,,,8,178
Passato e Presente,9.5,2,"[99, 10768]",it,2017-10-10,40.0,,,7,663
Get Ride! Amdriver,0.0,0,"[16, 10759, 10765]",ja,2004-04-05,25.0,,,1,51
Chi's Sweet Home,6.8,17,"[16, 35, 10762]",ja,2008-03-31,3.0,,,2,208
The Ruth Rendell Mysteries,6.2,10,"[18, 9648]",en,1987-08-02,60.0,,,12,78
Late Night with David Letterman,5.808,52,"[35, 10767]",en,1982-02-01,60.0,,,12,1377
RuPaul's Drag Race UK,7.2,55,[10764],en,2019-10-03,,,,7,58
Miss Fisher's Murder Mysteries,7.7,152,"[80, 18, 9648]",en,2012-02-24,53.0,,,3,34
Das Traumschiff,4.3,14,"[35, 10751, 18]",de,1981-11-22,,,,1,105
The Snoopy Show,7.725,153,[16],en,2021-02-05,22.0,,,3,39
Three's Company,7.698,162,[35],en,1977-03-15,25.0,,,8,171
Faites entrer l'accusé,8.4,7,"[99, 80]",fr,2000-06-06,90.0,,,25,303
Peter Andre's 60 Minute Makeover,0.0,0,[],en,2004-04-19,44.0,,,12,337
The O.C.,7.754,860,[18],en,2003-08-05,42.0,,,4,92
Nasaan Ka Nang Kailangan Kita,0.0,0,[18],en,2015-01-19,,,,1,192
The Clothes Show,7.0,2,[],en,1986-10-13,30.0,,,13,327
Vamp,7.7,9,"[10766, 35, 10759]",pt,1991-07-15,40.0,,,1,179
Comedians in Cars Getting Coffee,7.195,154,"[35, 10767]",en,2012-07-19,23.0,,,11,84
India: A Love Story,7.4,78,"[10766, 18]",pt,2009-01-19,,,,1,203
KochiKame,7.9,5,"[16, 35, 80, 10751, 10759]",ja,1996-06-16,25.0,,,1,344
The Golden Girls,7.534,353,[35],en,1985-09-14,24.0,,,7,180
From Old Country Bumpkin to Master Swordsman,8.207,29,"[16, 10759, 10765, 35]",ja,2025-04-05,,,,1,12
GEAR Fighter Dendoh,5.8,3,"[16, 18, 10759, 10765]",ja,2000-10-04,30.0,,,1,38
Lie to Me,7.905,1551,"[80, 18, 9648]",en,2009-01-21,44.0,,,3,48
Duncanville,7.7,269,"[35, 16]",en,2020-02-16,22.0,,,3,33
Esperanza mía,7.5,101,"[18, 35]",es,2015-04-06,41.0,,,1,192
Three Guys and Three Girls,0.0,0,[35],ko,1996-10-21,,,,1,625
Aubaines & cie,2.2,2,[],fr,2011-09-10,46.0,,,6,620
Nogizaka Under Construction,7.2,6,[10767],ja,2015-04-20,30.0,,,11,518
Embrace Me Tightly,7.4,99,[18],es,2000-07-31,60.0,,,1,135
Antiques Roadshow,5.8,16,"[99, 10751]",en,1979-02-18,58.0,,,48,913
Veep,7.42,462,[35],en,2012-04-22,30.0,,,7,65
A Love To Remember,7.4,71,[18],en,2014-02-10,44.0,,,1,136
Dark Side of the Ring,8.235,49,[99],en,2019-04-10,44.0,,,6,60
Dr. Kildare,5.5,18,[18],en,1961-09-27,60.0,,,5,191
Sgt. Frog,7.3,23,"[16, 35, 10765]",ja,2004-04-03,25.0,,,7,358
Gran hermano VIP,3.9,17,[10764],es,2004-01-22,200.0,,,8,426
Kita no kazoku,0.0,0,"[18, 10751]",ja,1973-04-02,15.0,,,1,308
La Case du siècle,7.3,3,[99],fr,2010-09-12,,,,15,342
SEAL Team,8.042,1559,"[10759, 18, 10768]",en,2017-09-27,,,,7,112
Marvel's Agent Carter,7.535,1862,"[18, 10765]",en,2015-01-06,43.0,,,2,18
Blue Exorcist,7.9,473,"[16, 10765, 9648, 10759]",ja,2011-04-17,24.0,,,5,73
MacGyver,7.289,939,"[18, 10759]",en,2016-09-23,42.0,,,5,94
Stasera c’è Cattelan su Raidue,8.2,10,[10767],it,2022-09-20,,,,4,83
Best Week Ever,6.3,7,"[35, 10767]",en,2004-01-23,30.0,,,7,126
The Owl House,8.661,1675,"[16, 10765, 18, 10759, 35, 10762]",en,2020-01-10,22.0,,,3,43
He-Man and the Masters of the Universe,7.4,55,"[10759, 16, 10765, 10762]",en,2002-08-16,30.0,,,2,39
Knight Rider,7.547,1316,"[10759, 18, 10765, 80]",en,1982-09-26,48.0,,,4,84
AKBINGO!,9.0,2,[35],ja,2008-10-01,30.0,,,12,612
Masters of Illusion,4.7,7,[],en,2014-08-01,30.0,,,11,162
BLUE LOCK,8.2,476,"[16, 10759, 18]",ja,2022-10-09,23.0,,,1,38
Viva Rai2!,7.5,12,"[35, 10767]",it,2022-12-05,,,,2,227
Rezidentai,10.0,1,[35],lt,2014-09-01,22.0,,,3,279
Off Pedder,10.0,1,"[35, 10751, 18]",cn,2008-10-20,22.0,,,1,338
The Resident,8.402,1248,[18],en,2018-01-21,42.0,,,6,107
Doce Tentação,0.0,0,"[18, 35]",pt,2012-01-08,,,,1,361
Question Time,5.1,12,"[10763, 10767]",en,1979-09-25,60.0,,,47,1639
Falling Angel,8.192,198,"[18, 10766]",es,2009-05-25,45.0,,,1,182
Fear the Walking Dead,7.649,5018,"[10759, 18]",en,2015-08-23,,,,8,113
Wolffs Revier,3.4,5,[80],de,1992-09-17,45.0,,,13,173
A Lenda da Garça,0.0,0,"[10766, 18]",pt,1999-09-13,,,,1,150
Tenable,5.833,6,[10751],en,2016-11-14,45.0,,,7,299
Vighnaharta Ganesh,9.5,2,[18],hi,2017-08-22,25.0,,,1,1026
Ikaw Lang Ang Mamahalin,0.0,0,[18],tl,2001-03-26,30.0,,,1,425
American Dragon: Jake Long,7.734,481,"[16, 35, 10759, 10751, 10762]",en,2005-01-21,22.0,,,2,55
The Noite com Danilo Gentili,4.889,9,"[10767, 35]",pt,2014-03-10,,,,10,2000
The Colgate Comedy Hour,6.8,12,[35],en,1950-09-10,60.0,,,6,208
Play for Today,6.333,9,[18],en,1970-10-15,75.0,,,14,309
Red Dwarf,8.1,397,"[35, 10765]",en,1988-02-15,30.0,,,12,73
Law of the Plainsman,6.0,2,[37],en,1959-10-01,30.0,,,1,30
Murphy Brown,6.5,71,[35],en,1988-11-14,24.0,,,10,247
The Buccaneers,7.154,91,[18],en,2023-11-08,,,,2,16
Keeping Up with the Kardashians,7.4,902,[10764],en,2007-10-14,42.0,,,20,282
Galaxy Express 999,7.4,24,"[16, 10759, 18, 10765]",ja,1978-09-14,25.0,,,1,113
Kirarin Revolution,7.3,3,"[16, 35]",ja,2006-04-07,25.0,,,3,153
Käpt'n Blaubärs Seemannsgarn,0.0,0,[16],de,1991-10-05,,,,4,198
Moonlighting,7.5,359,"[35, 18, 9648, 80]",en,1985-03-03,46.0,,,5,66
Martial Master,8.3,6,"[10759, 10765, 16]",zh,2020-03-07,7.0,,,1,600
Simple Truths,5.5,2,"[18, 35]",ru,1999-09-06,25.0,,,1,350
Maverick,6.8,37,"[35, 37]",en,1957-09-22,60.0,,,5,124
White Collar,8.247,1432,"[80, 18, 9648]",en,2009-10-23,,,,6,81
Cowboy Bebop,8.526,1750,"[16, 10759, 10765, 37]",ja,1998-04-03,25.0,,,1,26
Here's Lucy,6.69,29,[35],en,1968-09-23,25.0,,,6,144
Broad City,7.1,222,"[35, 18]",en,2014-01-22,30.0,,,5,50
Phil of the Future,6.8,68,"[10765, 35, 10751, 10762]",en,2004-06-18,22.0,,,2,43
George van de Jungle,5.6,22,"[16, 35, 10762]",en,2007-06-29,,,,2,104
"Same Bed, Different Dreams",0.0,0,[10764],ko,2015-04-25,,,,2,256
Drop Kick on My Devil!!,7.1,34,"[35, 16]",ja,2018-07-10,23.0,,,3,34
The Sylvester & Tweety Mysteries,6.5,104,"[16, 35, 9648, 80]",en,1995-09-09,22.0,,,5,91
Justice League Unlimited,8.3,808,"[16, 10759, 10765, 10762]",en,2004-07-31,23.0,,,3,39
My Husband is a Cartoonist,8.5,8,[18],ja,2010-03-29,15.0,,,1,156
The Day of the Jackal,8.193,653,"[18, 10759, 9648]",en,2024-11-07,,,,1,10
Babylon,0.0,0,[99],cs,2004-01-09,26.0,,,1,688
The Neighborhood,7.6,144,[35],en,2018-10-01,22.0,,,7,135
Alguna Vez Tendremos Alas,8.0,2,[18],es,1997-01-06,60.0,,,1,235
Shrimad Ramayan,6.9,9,"[18, 10751]",hi,2024-01-01,,,,1,342
"True Jackson, VP",7.7,39,[35],en,2008-11-08,23.0,,,3,60
"Have Gun, Will Travel",7.4,40,"[37, 10759, 18]",en,1957-09-14,25.0,,,6,225
Niko and the Sword of Light,7.9,9,[16],en,2017-07-21,24.0,,,2,23
City Hospital,0.0,0,[10764],en,1998-10-12,60.0,,,7,293
Im Dialog,0.0,0,[10767],de,1997-01-17,,,,22,481
All Against All,6.429,7,[10764],sv,2019-03-04,45.0,,,12,720
Prostřeno!,6.5,6,[10764],cs,2010-03-01,42.0,,,10,876
The New Batman Adventures,8.0,364,"[10759, 9648, 16, 10762]",en,1997-09-13,22.0,,,2,24
Adventures in Paradise,5.7,6,"[10759, 18]",en,1959-10-05,60.0,,,3,91
7 Little Johnstons,6.4,23,"[35, 10751, 10764]",en,2015-03-31,60.0,,,15,139
Carol Burnett and Friends,5.5,3,[35],en,1972-10-01,60.0,,,6,146
Silsila Badalte Rishton Ka,4.3,3,[18],hi,2018-06-04,20.0,,,1,297
Vanderpump Rules,6.3,49,[10764],en,2013-01-07,42.0,,,11,224
Downton Abbey,8.107,1074,[18],en,2010-09-26,66.0,,,6,47
Vera,7.4,157,"[80, 18, 9648]",en,2011-05-01,90.0,,,14,56
Wednesday,8.4,9124,"[10765, 9648, 35]",en,2022-11-23,,,,2,16
Beyond Belief: Fact or Fiction,7.2,55,"[99, 9648, 10764]",en,1997-05-25,43.0,,,4,45
The A-Team,7.466,1004,"[10759, 35, 80]",en,1983-01-23,45.0,,,5,94
Samson & Gert,7.3,6,[10762],nl,1990-09-02,,,,17,782
Tanglin,1.0,1,[18],en,2015-06-30,,,,3,822
UFO Robot Grendizer,7.5,71,"[10759, 16, 10765]",ja,1975-10-05,25.0,,,1,74
Maria Clara and Ibarra,7.2,8,"[18, 35, 10765]",tl,2022-10-03,,,,1,105
"Acapulco, cuerpo y alma",5.0,0,[10766],es,1995-09-04,44.0,,,1,160
Ein starkes Team,5.7,8,"[18, 80]",de,1994-03-28,90.0,,,1,105
Karam Apnaa Apnaa,0.0,0,[18],hi,2006-01-05,24.0,,,1,603
A Legend of Shaolin Temple,8.0,2,"[18, 10759]",zh,2007-06-01,45.0,,,4,192
Goliath,7.572,426,"[80, 18]",en,2016-10-13,55.0,,,4,32
Last Man Standing,7.3,326,[35],en,2011-10-11,21.0,,,9,194
Jungle Junction,4.929,14,"[16, 10762, 10751]",en,2009-10-06,30.0,,,2,89
Tiswas,6.0,2,"[35, 10762]",en,1974-01-05,,,,8,302
Hometown Over the Hill,0.0,0,"[18, 10751, 10765]",ko,2007-10-24,60.0,,,2,336
The Jay Leno Show,3.6,15,"[10767, 35]",en,2009-09-14,60.0,,,1,96
Scorpion,8.21,4052,"[10759, 18, 80]",en,2014-09-22,,,,4,93
Points of View,0.0,0,"[35, 16, 99, 10759]",en,1961-10-02,15.0,,,25,777
The Real Hustle,7.643,14,"[10764, 80]",en,2006-02-09,,,,11,106
The Crown,8.205,2190,[18],en,2016-11-04,,,,6,60
SKAM Italia,7.3,80,[18],it,2018-03-29,,,,6,62
The Delicious Guys,5.2,4,[10764],ko,2015-01-30,60.0,,,3,511
100 Things to Do Before High School,7.6,38,"[35, 10751]",en,2014-11-11,23.0,,,1,25
Arendsvlei,3.0,1,[10766],af,2018-10-01,,,,6,1144
The Generation Game,9.0,1,"[10764, 35]",en,1971-10-02,60.0,,,23,415
The Chosen,8.659,560,"[18, 10751, 10759]",en,2019-04-21,,,,5,40
Britain & Ireland's Next Top Model,10.0,1,[10764],en,2005-09-14,44.0,,,11,121
Johnny Test,6.306,229,"[16, 35, 10762]",en,2005-09-17,11.0,,,6,234
Far from Las Vegas,6.9,17,[35],da,2001-02-27,25.0,,,5,53
Voltes V: Legacy,7.2,35,"[18, 10759, 10765]",tl,2023-05-08,30.0,,,1,90
Chicago Hope,7.243,76,"[10766, 18]",en,1994-09-18,60.0,,,6,141
Mortal Kombat: Legacy,6.948,115,"[10759, 10765]",en,2011-04-12,10.0,,,2,19
Gutfeld!,6.0,11,"[35, 10767]",en,2021-04-05,42.0,,,6,854
Bahu Hamari Rajni Kant,10.0,2,[],en,2016-02-15,,,,9,262
Zig and Sharko,0.0,0,"[10751, 35, 16]",fr,2010-12-21,7.0,,,4,312
Ghosts,7.898,280,[35],en,2021-10-07,,,,4,72
Punky Brewster,7.4,85,"[35, 10762]",en,1984-09-16,23.0,,,4,91
Ojamajo Doremi,8.367,98,"[16, 35, 10765, 10759, 10762]",ja,1999-02-07,25.0,,,5,216
Paradise Hotel,5.3,7,[10764],da,2005-09-14,32.0,,,21,949
Sous le soleil,5.267,15,[10751],fr,1996-03-13,60.0,,,13,514
Ikaw Na Sana,0.0,0,[18],tl,1997-03-17,,,,1,272
Voltron: Legendary Defender,7.2,130,"[10759, 16, 10765, 10762]",en,2016-06-10,,,,8,76
Irmãos Coragem,10.0,1,"[10759, 18]",pt,1970-06-08,60.0,,,1,328
Angelito: Ang Bagong Yugto,0.0,0,[18],tl,2012-07-16,,,,1,110
Familiesagaen De syv søstre,4.0,4,"[18, 10766]",no,1996-09-28,25.0,,,6,144
The Twilight Zone,7.763,230,"[10765, 18, 9648]",en,1985-09-27,30.0,,,3,65
Manga Hajimete Monogatari,0.0,0,"[16, 10762]",ja,1978-05-06,25.0,,,1,305
The Lizzie Bennet Diaries,7.8,15,"[35, 18, 10751]",en,2012-04-09,5.0,,,1,100
Wander Over Yonder,7.4,89,"[16, 10751, 35, 10765]",en,2013-09-13,11.0,,,2,79
Partička,4.5,4,[35],cs,2011-03-18,45.0,,,11,301
Stars' Top Recipe at Fun-Staurant,0.0,0,[],ko,2019-10-25,90.0,,,1,185
M*A*S*H,7.913,689,"[10768, 18, 35]",en,1972-09-17,25.0,,,11,251
Digimon Tamers,8.553,351,"[10765, 16, 10759, 10762]",ja,2001-04-01,25.0,,,1,51
For Better or Worse,7.258,31,[35],en,2011-11-25,22.0,,,6,135
MÄR: Märchen Awakens Romance,8.0,10,"[16, 10759, 35]",ja,2005-04-03,25.0,,,4,102
The Price Is Right,6.201,87,[10764],en,1972-09-04,60.0,,,42,2949
Secret × Warrior Phantomirage!,8.2,4,"[10759, 10762, 10765]",ja,2019-04-07,25.0,,,1,64
Taotao,6.0,2,"[16, 10762]",ja,1984-01-28,24.0,,,1,52
Alan Davies: As Yet Untitled,7.083,12,"[10767, 35]",en,2014-06-16,45.0,,,7,65
Sacrée soirée,6.5,3,[10767],fr,1987-09-02,,,,11,264
Jackie Gleason and His American Scene Magazine,5.0,1,"[10767, 35]",en,1962-09-29,60.0,,,4,124
Secrecy of the investigation,7.8,16,"[10759, 9648, 18, 80]",ru,2000-09-01,45.0,,,24,414
Trolls: The Beat Goes On!,7.8,49,"[16, 35, 10751]",en,2018-01-19,12.0,,,8,103
Raa Raa the Noisy Lion,7.0,1,"[16, 10762, 35]",en,2011-05-09,10.0,,,5,114
On n'est pas que des cobayes !,6.0,2,[99],fr,2011-10-07,52.0,,,5,181
The Real McCoys,5.6,12,[35],en,1957-10-03,,,,6,224
Lily's Driftwood Bay,7.0,1,"[10762, 16, 10751]",en,2014-05-05,24.0,,,2,100
Danse avec les stars,6.056,9,[10764],fr,2011-02-12,,,,14,250
P.O.W. Bandi Yuddh Ke,0.0,0,"[10759, 18]",hi,2016-11-07,30.0,,,1,110
The Wonderful World of Disney,6.741,27,"[16, 10751]",en,1997-09-28,120.0,,,10,148
Turma da Mônica,8.3,19,"[16, 35, 10751, 10762]",pt,1976-12-24,7.0,,,12,283
Chiikawa,8.6,7,"[16, 35, 10751, 10762, 10765]",ja,2022-04-04,2.0,,,1,260
Mini Adventures of Winnie the Pooh,9.2,5,[16],en,2011-08-22,3.0,,,2,40
Stick,7.4,22,"[35, 18]",en,2025-06-03,,,,1,10
Route 66,6.3,16,"[18, 80]",en,1960-10-07,60.0,,,4,116
Cologne P.D.,6.7,6,[80],de,2003-10-22,60.0,,,23,510
The Bionic Woman,7.0,253,"[10765, 10759, 18]",en,1976-01-14,48.0,,,3,58
Aqua Teen Hunger Force,7.546,216,"[16, 35]",en,2000-12-30,11.0,,,12,144
G.I. Joe: Renegades,7.4,14,"[10759, 16]",en,2010-11-26,21.0,,,1,26
The 13 Lords of the Shogun,8.3,11,[18],ja,2022-01-09,45.0,,,1,48
Chico and the Man,5.8,12,[35],en,1974-09-13,30.0,,,4,88
Floribella,8.0,3,"[10766, 10762, 10751, 35]",pt,2006-03-31,,,,2,458
30 Vies,6.2,2,[18],fr,2011-01-10,22.0,,,6,660
Attack on Titan: Junior High,7.837,196,"[16, 10759, 35, 10765]",ja,2015-10-04,17.0,,,1,12
The Wire,8.598,2380,"[80, 18]",en,2002-06-02,60.0,,,5,60
Superman & Lois,8.053,2552,"[18, 10765]",en,2021-02-23,44.0,,,4,53
Last of the Summer Wine,7.1,39,[35],en,1973-01-04,30.0,,,31,269
Family Ties,7.252,240,"[35, 18, 10751]",en,1982-09-22,,,,7,168
Veronica Mars,7.8,642,"[9648, 18, 35]",en,2004-09-22,42.0,,,4,72
Trump Card,6.3,3,[10764],zh,2016-01-29,90.0,,,8,143
"Scooby-Doo, Where Are You!",7.8,735,"[16, 9648, 35, 10762, 10751]",en,1969-09-13,22.0,,,3,41
The City,5.0,2,[10766],en,1995-11-13,30.0,,,3,289
Suea Chani Keng,0.0,0,[18],th,2016-07-24,45.0,,,6,233
Yes! PreCure 5,8.5,13,"[16, 35, 10759, 10762, 10751, 10765]",ja,2007-02-04,24.0,,,2,97
Spartacus,8.0,2646,[18],en,2010-01-22,53.0,,,3,33
Yo-kai Watch ♪,6.7,3,[16],ja,2021-04-09,25.0,,,1,98
Junjo Kirari,8.0,2,[18],ja,2006-03-04,15.0,,,1,156
Basta't Kasama Kita,0.0,0,"[10759, 9648, 18, 35]",tl,2003-05-26,30.0,,,1,338
Henry Danger,8.271,1114,"[35, 10751, 10762, 18]",en,2014-07-26,22.0,,,5,121
The Defenders,6.2,9,[18],en,1961-09-16,60.0,,,4,132
Deal with it - Stai al gioco,7.0,2,[10764],it,2019-10-14,55.0,,,5,229
Please Take Care of My Refrigerator,8.5,2,[10764],ko,2014-11-17,90.0,,,2,281
Diagnosis: Murder,7.071,113,"[18, 10751, 9648]",en,1993-10-29,45.0,,,8,178
The Young Indiana Jones Chronicles,6.528,125,"[10759, 18, 10765]",en,1992-03-04,,,,2,24
Hipertensão,7.0,4,"[10766, 35, 18]",pt,1986-10-06,55.0,,,1,167
WordGirl,6.9,16,"[16, 10759, 10762, 10751]",en,2007-09-07,12.0,,,8,261
Oh Yeah! Cartoons,8.6,25,"[16, 10762, 10751, 35]",en,1998-07-19,30.0,,,3,101
Les francs-tireurs,0.0,0,"[10763, 10767]",fr,1998-09-08,46.0,,,23,562
Little Busters!,7.4,15,"[35, 16]",ja,2012-10-06,24.0,,,2,39
The Lincoln Lawyer,7.694,369,"[18, 80]",en,2022-05-13,,,,3,30
The Mystic Knights of Tir Na Nog,7.333,9,"[10765, 10759, 10762]",en,1998-09-12,23.0,,,1,50
Marvel's Moon Girl and Devil Dinosaur,7.824,34,"[16, 10762, 10765]",en,2023-02-10,23.0,,,2,40
Panelák,3.7,5,"[18, 35]",sk,2008-02-18,45.0,,,13,1184
Stick,7.4,22,"[35, 18]",en,2025-06-03,,,,1,10
Fear Thy Neighbor,8.0,27,"[80, 99]",en,2014-04-14,43.0,,,11,106
Kya Huaa Tera Vaada,0.0,0,[18],hi,2012-01-30,24.0,,,1,276
Armored Fleet Dairugger XV,7.0,2,"[16, 10759, 10765]",ja,1982-03-03,25.0,,,1,52
Dateline,6.3,45,"[80, 99]",en,1992-03-31,43.0,,,33,897
Grand Prix,6.5,4,"[10751, 10767, 35]",es,1995-07-17,140.0,,,17,186
All American,8.152,465,[18],en,2018-10-10,43.0,,,7,119
ALF,7.684,1136,"[10751, 35, 18]",en,1986-09-22,23.0,,,4,101
Tulsa King,8.342,2160,"[80, 18]",en,2022-11-13,,,,3,20
Media Watch,5.4,4,"[10763, 99]",en,1989-05-08,15.0,,,17,595
The Ruff and Reddy Show,5.7,11,"[10751, 16, 35]",en,1957-12-14,,,,3,156
VH1 Top 20 Video Countdown,7.5,2,[10767],en,2003-01-04,90.0,,,13,654
The Adventures of Rocky and Bullwinkle,4.8,4,"[16, 35, 10751]",en,2018-05-10,30.0,,,2,26
Yu-Gi-Oh! Arc-V,7.0,35,"[10759, 16, 10765]",ja,2014-04-06,25.0,,,1,148
Austin City Limits,6.2,18,[99],en,1975-01-01,54.0,,,47,550
Yo soy Bea,4.9,8,"[18, 35]",es,2006-07-10,37.0,,,3,773
Taxi payant,0.0,0,[],fr,2009-09-03,22.0,,,9,239
Are You Afraid of the Dark?,8.145,586,"[9648, 10762, 18]",en,1992-08-15,,,,7,91
Lupin the 3rd,8.0,113,"[16, 10759, 10765]",ja,1971-10-24,25.0,,,6,300
Открытый брак,8.3,7,[],ru,2023-06-15,,,,1,10
Later... with Jools Holland,5.3,7,[10767],en,1992-10-09,60.0,,,66,460
Klinik am Südring,0.0,0,[18],de,2016-09-12,,,,1,1204
The Transformers,7.839,391,"[16, 10762, 10759, 10765]",en,1984-10-06,22.0,,,4,95
Hinter Gittern - Der Frauenknast,4.5,8,[18],de,1997-09-22,48.0,,,16,405
La Comay,5.7,3,"[10767, 10763]",es,2000-01-24,65.0,,,19,879
Midi Première,10.0,1,[10764],fr,1975-01-06,40.0,,,7,638
"450, Chemin du Golf",8.0,1,[35],fr,2003-01-08,30.0,,,7,141
Oh Yeah! Cartoons,8.6,25,"[16, 10762, 10751, 35]",en,1998-07-19,30.0,,,3,101
Pablo Escobar: The Drug Lord,7.627,3621,"[80, 18]",es,2012-05-28,45.0,,,1,113
Les francs-tireurs,0.0,0,"[10763, 10767]",fr,1998-09-08,46.0,,,23,562
The Mystic Knights of Tir Na Nog,7.333,9,"[10765, 10759, 10762]",en,1998-09-12,23.0,,,1,50
Marvel's Moon Girl and Devil Dinosaur,7.824,34,"[16, 10762, 10765]",en,2023-02-10,23.0,,,2,40
Terra Mater,9.0,3,[99],de,2011-04-06,,,,1,400
Fear Thy Neighbor,8.0,27,"[80, 99]",en,2014-04-14,43.0,,,11,106
Armored Fleet Dairugger XV,7.0,2,"[16, 10759, 10765]",ja,1982-03-03,25.0,,,1,52
Dateline,6.3,45,"[80, 99]",en,1992-03-31,43.0,,,33,897
"R.I.S, police scientifique",3.8,4,"[10759, 18]",fr,2006-01-12,50.0,,,9,100
Grand Prix,6.5,4,"[10751, 10767, 35]",es,1995-07-17,140.0,,,17,186
ALF,7.684,1136,"[10751, 35, 18]",en,1986-09-22,23.0,,,4,101
Widows' Web,7.5,2,"[18, 80, 9648]",tl,2022-02-28,45.0,,,1,44
Media Watch,5.4,4,"[10763, 99]",en,1989-05-08,15.0,,,17,595
Dexter's Laboratory,7.662,824,"[16, 35, 10765]",en,1996-04-28,7.0,,,4,220
Sítio do Picapau Amarelo,7.4,14,"[10751, 10762, 35, 18]",pt,2001-10-12,20.0,,,7,208
Emperor Wang Gun,3.2,4,"[10768, 18]",ko,2000-04-01,47.0,,,1,200
"Can't Cook, Won't Cook",0.0,0,[],en,1995-11-20,30.0,,,5,306
The Magilla Gorilla Show,5.968,31,"[16, 35, 10762]",en,1964-01-14,7.0,,,2,77
Mayuko hitori,0.0,0,[18],ja,1971-04-05,15.0,,,1,310
Spoed,6.2,4,[18],nl,2000-01-24,60.0,,,11,217
Escalada,6.0,1,[18],pt,1975-01-06,50.0,,,1,197
Besos Robados,0.0,0,[18],es,2004-08-08,45.0,,,1,99
Quantum Leap,8.031,719,"[10765, 10759, 18]",en,1989-03-26,48.0,,,5,97
Gossip Girl,8.197,2178,"[18, 9648]",en,2007-09-19,,,,6,121
Münchner Runde,0.0,0,[10767],de,2000-01-17,,,,25,640
Scooby-Doo! Mystery Incorporated,8.222,1052,"[16, 9648, 10751]",en,2010-07-12,22.0,,,2,52
