id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
10435,Chaplin,7.435,1116,[18],en,1992-12-17,143,31000000,9493259,2.6936,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.","['France', 'Italy', 'Japan', 'United Kingdom', 'United States of America']","['Carolco Pictures', 'RCS Video', 'Lambeth']",Richard Attenborough,"['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys', 'John Thaw', 'Moira Kelly']",vote_count.desc_1992,movie
293,A River Runs Through It,7.029,1112,"[18, 10751]",en,1992-10-09,123,12000000,43440294,3.4042,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman fi",['United States of America'],['Columbia Pictures'],Robert Redford,"['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Edie McClurg']",vote_count.desc_1992,movie
39103,Dragon Ball Z: The Return of Cooler,6.438,1062,"[28, 16, 878]",ja,1992-03-07,46,0,19581369,2.9092,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,['Japan'],"['Toei Company', 'Bird Studios', 'Toei Animation']",Daisuke Nishio,"['Masako Nozawa', 'Toshio Furukawa', 'Mayumi Tanaka', 'Ryo Horikawa', 'Kohei Miyauchi']",vote_count.desc_1992,movie
10086,Man Bites Dog,7.219,951,"[35, 80]",fr,1992-08-20,96,33000,205569,1.9818,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as mu",['Belgium'],['Les Artistes Anonymes'],Rémy Belvaux,"['Benoît Poelvoorde', 'Rémy Belvaux', 'André Bonzel', 'Jacqueline Poelvoorde-Pappaert', 'Valérie Parent']",vote_count.desc_1992,movie
296147,After Separation,6.6,8,"[18, 35, 10749]",zh,1992-01-01,90,0,2836000,8.9337,Gu Yan and Lin Zhouyun become involved when their spouses are abroad.,['China'],['Beijing Film Studio'],Xia Gang,"['Ge You', 'Xu Fan', 'Huizhong Zhang', 'Sun Chun', 'Fang Zige']",genre_10749_1992,movie
1492,1492: Conquest of Paradise,6.271,861,"[28, 12, 18, 36]",en,1992-10-09,154,47000000,7191399,3.5042,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,"['France', 'Spain', 'United Kingdom']","['Due West', 'Cyrkfilms', 'Légende Films']",Ridley Scott,"['Gérard Depardieu', 'Armand Assante', 'Sigourney Weaver', 'Loren Dean', 'Ángela Molina']",genre_36_1992,movie
103132,In the Deep Woods,5.615,13,"[80, 53, 9648, 10770]",en,1992-10-26,95,0,0,3.2065,A friend of Joanna has been killed by a serial killers who leaves the bodies in the woods. A strange guy who says is a private detective: Joanna begins to fear he might be the killer.,['United States of America'],"['Frederic Golchan Productions', 'Leonard Hill Films', 'NBC']",Charles Correll,"['Rosanna Arquette', 'Beth Broderick', 'Anthony Perkins', 'Will Patton', 'D.W. Moffett']",genre_10770_1992,movie
18543,Revenge of the Nerds III: The Next Generation,4.517,117,"[35, 10770]",en,1992-07-13,93,0,0,1.2888,"The nerds are now in control of the university, as a result of Lewis Skolnick and the rest's actions in the two previous movies. A new generation of sportsmen arrive, however, determined on winning the school back. The principle, himself an ex-nerd fighter, helps them, and the nerds return to suppre",['United States of America'],"['20th Century Fox Television', 'FNM Films']",Roland Mesa,"['Robert Carradine', 'Ted McGinley', 'Curtis Armstrong', 'Julia Montgomery', 'Gregg Binkley']",genre_10770_1992,movie
77791,Through the Eyes of a Killer,5.692,13,"[53, 10770]",en,1992-09-30,94,0,0,1.1479,A woman has a brief affair with the contractor who is renovating her apartment and he refuses to accept the end of the relationship.,['United States of America'],['Morgan Hill Productions'],Peter Markle,"['Marg Helgenberger', 'Richard Dean Anderson', 'David Marshall Grant', 'Melinda Culea', 'Tippi Hedren']",genre_10770_1992,movie
31962,Shining Through,6.474,210,"[18, 10749, 53, 10752]",en,1992-01-31,132,35000000,43800000,1.6086,"Spirited New Yorker Linda Voss goes to work for international lawyer and secret Office of Strategic Services operative Ed Leland just before World War II. As they fall in love, the United States enters the fight against Hitler, and Linda volunteers to work for Ed spying undercover behind Nazi lines.","['United Kingdom', 'United States of America']","['Peter V. Miller Investment Corp.', 'Sandollar Productions', '20th Century Fox']",David Seltzer,"['Michael Douglas', 'Melanie Griffith', 'Liam Neeson', 'Joely Richardson', 'John Gielgud']",genre_10752_1992,movie
134390,The Finest Hour,4.7,10,"[10752, 18]",en,1992-03-25,105,0,0,1.2499,"Macho Lawrence 'Larry' Hammer and frailer Dean Mazzoli initially rival as U.S. Navy SEAL trainees, but become buddies in instructor chief petty officer Bosco's merciless training class. The friends date two girls, but both love Barbara, who chooses to marry Larry, as ideal father for her pre-teen so",['United States of America'],"['Century Films', '21st Century Film Corporation']",Shimon Dotan,"['Rob Lowe', 'Gale Hansen', 'Tracy Griffith', 'Eb Lottimer', 'Baruch Dror']",genre_10752_1992,movie
213503,Two-Fisted Tales,4.967,15,"[10752, 10770, 37, 27]",en,1992-01-18,88,0,0,0.7167,"The foul-mouthed, wheelchair-bound Mr. Rush introduces three adventure tales inspired by the EC Comics of the 1950s: ""Showdown,"" ""King of the Road,"" and ""Yellow.""  This star-studded telefilm was an attempt to launch a second anthology series in the mold of ""Tales from the Crypt.""  When the film fail",['United States of America'],['Carolco Pictures'],Tom Holland,"['Brad Pitt', 'William Sadler', 'David Morse', 'Kirk Douglas', 'Dan Aykroyd']",genre_37_1992,movie
9272,The Good Son,6.8,978,"[53, 18, 27]",en,1993-09-24,87,17000000,60613008,13.9704,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",['United States of America'],"['20th Century Fox', 'Tura-Film']",Joseph Ruben,"['Macaulay Culkin', 'Elijah Wood', 'Wendy Crewson', 'David Morse', 'Daniel Hugh Kelly']",genre_53_1993,movie
329,Jurassic Park,7.956,16819,"[12, 878]",en,1993-06-11,127,63000000,920100000,12.99,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the securi",['United States of America'],"['Universal Pictures', 'Amblin Entertainment']",Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck']",genre_878_1993,movie
424,Schindler's List,8.564,16488,"[18, 36, 10752]",en,1993-12-15,195,22000000,321365567,12.8266,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,['United States of America'],['Amblin Entertainment'],Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall']",genre_10752_1993,movie
1607,A Bronx Tale,7.876,2623,"[18, 80]",en,1993-10-01,121,22000000,17287898,10.0912,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",['United States of America'],"['Price Entertainment', 'Penta Entertainment', 'Tribeca Productions']",Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra', 'Taral Hicks']",genre_18_1993,movie
9479,The Nightmare Before Christmas,7.835,9792,"[14, 16, 10751]",en,1993-10-09,76,18000000,75634409,10.012,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, ",['United States of America'],"['Touchstone Pictures', 'Skellington Productions']",Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix']",genre_14_1993,movie
788,Mrs. Doubtfire,7.191,6276,"[35, 18, 10751]",en,1993-11-24,125,25000000,441286195,7.7337,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal ",['United States of America'],"['20th Century Fox', 'Blue Wolf Productions']",Chris Columbus,"['Robin Williams', 'Sally Field', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson']",genre_10751_1993,movie
5503,The Fugitive,7.467,4431,"[28, 53, 18]",en,1993-08-06,131,44000000,183875799,7.2878,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",['United States of America'],['Warner Bros. Pictures'],Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Joe Pantoliano', 'Jeroen Krabbé', 'Daniel Roebuck']",genre_53_1993,movie
11969,Tombstone,7.596,2235,"[37, 28]",en,1993-12-25,130,25000000,56500000,7.0458,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustle",['United States of America'],"['Cinergi Pictures', 'Hollywood Pictures', 'Alphaville Films']",George P. Cosmatos,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton', 'Powers Boothe']",genre_37_1993,movie
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,7.198,940,"[16, 878, 28]",ja,1993-03-06,70,0,21658982,6.7523,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",['Japan'],"['Toei Company', 'Bird Studios', 'Toei Animation']",Shigeyasu Yamauchi,"['Bin Shimada', 'Masako Nozawa', 'Ryo Horikawa', 'Iemasa Kayumi', 'Takeshi Kusao']",genre_878_1993,movie
14534,Rudy,7.36,694,"[18, 36]",en,1993-09-17,114,12000000,22800000,6.7367,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the",['United States of America'],['TriStar Pictures'],David Anspaugh,"['Sean Astin', 'Jon Favreau', 'Ned Beatty', 'Lili Taylor', 'Charles S. Dutton']",genre_36_1993,movie
137,Groundhog Day,7.615,8309,"[10749, 14, 18, 35]",en,1993-02-11,101,14600000,71108778,6.6144,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",['United States of America'],['Columbia Pictures'],Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray']",genre_10749_1993,movie
80794,Daughter of Darkness,5.5,22,"[53, 27, 35]",zh,1993-10-28,96,0,0,6.4285,The police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.,['Hong Kong'],"['Scholar Films Co., Ltd.', 'Martini Film Company Ltd.', 'Mandarin Films']",Ivan Lai Kai-Ming,"['Lily Chung Suk-Wai', 'Hugo Ng Doi-Yung', 'William Ho', 'Anthony Wong Chau-Sang', 'Money Lo Man-Yee']",genre_53_1993,movie
9702,Bound by Honor,8.1,1429,"[80, 28, 18, 53]",en,1993-02-05,180,35000000,4500000,6.3248,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influenc",['United States of America'],['Hollywood Pictures'],Taylor Hackford,"['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt', 'Enrique Castillo', 'Victor Rivers']",genre_80_1993,movie
10439,Hocus Pocus,7.039,3102,"[14, 35, 10751]",en,1993-07-16,96,28000000,51663767,6.0511,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",['United States of America'],"['Walt Disney Pictures', 'Touchwood Pacific Partners 1', 'David Kirschner Productions']",Kenny Ortega,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch']",genre_14_1993,movie
2758,Addams Family Values,6.96,3089,"[35, 10751, 14]",en,1993-11-19,94,47000000,48919043,5.9847,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",['United States of America'],"['Scott Rudin Productions', 'Paramount Pictures']",Barry Sonnenfeld,"['Anjelica Huston', 'Raúl Juliá', 'Christopher Lloyd', 'Joan Cusack', 'Christina Ricci']",vote_count.desc_1993,movie
11528,The Sandlot,7.5,1218,"[10751, 35]",en,1993-04-07,101,7000000,34348444,5.6641,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",['United States of America'],"['Island World', '20th Century Fox']",David Mickey Evans,"['Tom Guiry', 'Mike Vitar', 'Patrick Renna', 'Chauncey Leopardi', 'Marty York']",popularity.desc_1993,movie
4478,Indecent Proposal,6.385,1482,"[10749, 18]",en,1993-04-07,117,38000000,266614059,5.5754,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,['United States of America'],['Paramount Pictures'],Adrian Lyne,"['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel', 'Oliver Platt']",genre_10749_1993,movie
37094,Falling Down,7.39,3797,"[80, 18, 53]",en,1993-02-26,113,25000000,40903593,5.5597,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,"['France', 'United States of America']","['Warner Bros. Pictures', 'Arnold Kopelson Productions', 'Le Studio Canal+']",Joel Schumacher,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin', 'Tuesday Weld']",genre_80_1993,movie
